backfire_rate,initial_preference_width,social_signal_weight,trending_weight,regime,seed,initial_mean_extremity,final_mean_extremity,final_opinion_variance,final_extreme_share,final_acceptance_rate,final_backfire_rate,final_ignore_rate,final_opinion_bimodality
0.0,0.5,0.0,0.5,global_trending,3,0.4890296296058673,0.33109923905804267,0.16645474053331225,0.085,0.4468,0.09635,0.45685,1.3332395572320452
0.0,0.5,0.0,0.5,global_trending,4,0.5382270372131428,0.3617421108236016,0.18840467358099905,0.095,0.4317,0.10125,0.46705,1.4769579206425036
0.0,0.5,0.0,0.5,global_trending,5,0.5029302632833011,0.35077563992488286,0.1938127617112526,0.11,0.43455,0.10275,0.4627,1.3074178720661325
0.0,0.5,0.0,0.5,global_trending,6,0.5186356672752157,0.362045602251438,0.20017514424000926,0.105,0.42765,0.1053,0.46705,1.3781990720106152
0.0,0.5,0.0,0.5,global_trending,7,0.513637667411623,0.3499405701593915,0.1799690029362952,0.095,0.44965,0.09915,0.4512,1.321853235994866
0.0,0.5,0.0,0.5,global_trending,8,0.5087707013838418,0.3479533333463889,0.1811306733817564,0.1,0.4429,0.09645,0.46065,1.3987200022778628
0.0,0.5,0.0,0.5,global_trending,9,0.5037796340055101,0.34253137018388685,0.18868420307967249,0.125,0.4445,0.09735,0.45815,1.2767760263017667
0.0,0.5,0.0,0.5,global_trending,10,0.4783554051954107,0.32262527804275537,0.16052880782518436,0.07,0.45925,0.09215,0.4486,1.3486372463745138
0.0,0.5,0.0,0.5,global_trending,11,0.5245057294818782,0.3582630903752495,0.19277702230418636,0.12,0.4313,0.10345,0.46525,1.4118567991141535
0.0,0.5,0.0,0.5,global_trending,12,0.5092713362654364,0.36509777233208696,0.19874782404424957,0.1,0.4374,0.10525,0.45735,1.3522656209202308
0.0,0.5,0.0,0.5,global_trending,13,0.525746492476239,0.3467721099557177,0.17198481584830005,0.085,0.44885,0.0974,0.45375,1.3712493529951286
0.0,0.5,0.0,0.5,global_trending,14,0.49961878918402114,0.3299110654578966,0.17278236324010432,0.11,0.44285,0.0998,0.45735,1.264671512553689
0.0,0.5,0.0,0.5,global_trending,15,0.49128662390873923,0.3478922463025144,0.1752379662395725,0.075,0.4495,0.09885,0.45165,1.3268714335460214
0.0,0.5,0.0,0.5,global_trending,16,0.5398227235682644,0.36022386966901193,0.18188408547816212,0.09,0.44505,0.0944,0.46055,1.4821871283578836
0.0,0.5,0.0,0.5,global_trending,17,0.501087792958863,0.33934397700641084,0.18319869379742862,0.11,0.4505,0.09845,0.45105,1.3009304786473077
