initial_preference_width,social_signal_weight,initial_distribution,seed,initial_mean_extremity,final_mean_extremity,final_opinion_variance,final_extreme_share,final_preference_width,final_acceptance_rate,final_backfire_rate,final_opinion_bimodality
1.0,0.4,moderate,8,0.21239873385548663,0.627985777196482,0.5019398096194377,0.515,0.3393076481283627,0.5026,0.12625,1.8170815860797822
1.0,0.4,moderate,9,0.20446786932461244,0.6332207921701551,0.5082113970819304,0.525,0.33783000851014194,0.4991,0.12715,1.9129420979999208
1.0,0.4,moderate,10,0.20303518446532912,0.6056343647366388,0.46921014544501416,0.475,0.3340107566239556,0.4923,0.1296,1.7915222471032022
1.0,0.4,moderate,11,0.20844153126829987,0.5900465339666959,0.4597148604062018,0.46,0.33348852955995917,0.4936,0.1298,1.7274417850303103
1.0,0.4,moderate,12,0.20699810730997067,0.5787241311361971,0.4463100014818063,0.43,0.33272847100978625,0.4885,0.12985,1.7279695707812357
1.0,0.4,moderate,13,0.20299101301246186,0.593613910481666,0.4618794872869496,0.46,0.33734491530766175,0.50105,0.1275,1.7946501118301676
1.0,0.4,moderate,14,0.2104560069958641,0.6318717517616095,0.508050619727628,0.525,0.3413689427061863,0.49815,0.1259,1.900991634825236
1.0,0.4,moderate,15,0.20525519023679217,0.6287264427284583,0.5025841108492205,0.495,0.3317661536175757,0.49225,0.13075,1.8762867588142118
1.0,0.4,moderate,16,0.17914429496151377,0.5682851984991618,0.43085687863748356,0.405,0.3449113115210629,0.48365,0.12485,1.7280576985394036
1.0,0.4,moderate,17,0.19118229219781238,0.5871307399745862,0.46692771250105536,0.47,0.32715077813819304,0.49045,0.13335,1.6638987571480812
1.0,0.4,moderate,18,0.18429485566803736,0.5703218150846753,0.4378903866036676,0.41,0.32361483678225283,0.4785,0.13535,1.6983793898321813
1.0,0.4,moderate,19,0.19777557620119907,0.6264605704847687,0.5047640528843117,0.525,0.340035646435517,0.5014,0.12555,1.8521983847490833
1.0,0.4,moderate,20,0.19708006526478208,0.6075837176441204,0.4759939699686293,0.48,0.3371424420846293,0.5004,0.1277,1.8403681118073174
